vehicle_id,mileage,engine_temp,tire_pressure,battery_health,oil_level,brake_wear,days_since_last_maintenance,maintenance_status
70,129298.0,114.3,31.8,56.5,52.3,55.2,235,2
15,69024.0,110.8,33.3,70.4,38.1,11.6,135,2
54,112393.0,70.9,31.1,87.2,21.4,40.2,281,2
60,43588.0,106.8,31.9,92.9,66.0,45.8,2,0
97,118046.0,80.4,25.2,90.3,37.0,84.9,58,2
8,16790.0,76.6,29.3,74.9,36.7,75.9,115,2
53,53396.0,101.9,31.5,54.9,30.0,60.1,130,2
60,146709.0,86.0,34.5,79.7,35.2,34.7,200,2
5,119098.0,72.9,31.8,82.6,22.5,18.7,291,2
68,74588.0,76.9,30.1,40.6,73.9,34.8,341,1
6,50967.0,70.0,30.8,66.4,52.1,68.0,97,1
96,130820.0,115.2,28.6,90.6,64.9,26.3,215,2
94,81727.0,71.2,38.9,69.4,71.0,42.7,123,1
47,113764.0,80.5,32.8,58.7,97.8,38.7,72,1
99,113116.0,90.8,25.2,92.3,25.5,76.6,129,2
55,2692.0,87.8,25.3,49.4,53.4,88.4,26,2
40,18938.0,115.6,39.6,52.4,39.7,69.9,164,2
52,98944.0,72.0,28.3,81.2,58.1,34.2,67,1
16,24243.0,95.6,37.1,61.1,93.6,43.3,13,0
13,38324.0,104.0,25.9,82.8,77.9,14.3,97,1
30,141996.0,116.6,38.8,49.5,73.0,16.8,278,2
19,84027.0,101.0,38.1,55.1,55.3,16.4,246,2
17,112609.0,110.2,33.6,49.4,73.7,13.1,111,2
63,83697.0,74.2,25.1,97.2,22.6,18.0,206,2
19,82877.0,89.3,28.9,64.3,66.9,20.3,351,1
92,14123.0,88.7,31.1,60.2,64.3,11.2,333,1
58,51549.0,114.3,31.9,40.9,47.7,64.0,232,2
55,42365.0,77.6,29.5,49.2,36.1,99.0,60,2
90,58609.0,77.6,25.5,65.3,84.6,87.9,84,1
90,119752.0,86.4,33.9,44.1,24.3,4.6,182,2
62,55790.0,72.7,32.9,70.6,25.6,42.3,238,2
23,67755.0,79.1,29.2,67.3,55.2,85.9,249,2
9,59607.0,118.3,25.6,86.0,40.2,13.5,70,1
12,14011.0,91.4,39.9,79.6,79.6,84.8,227,1
1,66161.0,101.6,32.2,66.8,70.7,59.3,84,1
58,29341.0,106.3,36.3,53.5,81.8,93.1,305,2
1,28008.0,88.3,31.8,83.6,46.0,87.6,270,1
34,14105.0,77.4,25.6,82.5,79.2,67.7,289,1
96,53501.0,80.3,29.6,49.2,89.0,65.8,235,2
48,113622.0,85.7,29.8,94.9,47.6,21.3,290,2
89,41466.0,101.8,37.6,43.9,47.2,11.7,38,1
1,46852.0,89.9,34.8,43.3,92.0,41.5,205,1
16,96401.0,70.3,29.1,51.2,24.0,18.7,182,2
61,29376.0,96.2,39.5,94.6,48.0,10.2,186,1
64,134544.0,116.1,29.8,71.2,29.5,30.2,132,2
63,78029.0,110.6,40.0,87.3,22.3,86.0,29,2
69,67140.0,111.3,39.9,53.7,29.0,1.7,254,2
22,83673.0,109.8,27.9,69.4,54.5,29.3,142,2
93,24905.0,86.2,29.7,61.5,75.0,42.4,102,1
67,92021.0,108.3,32.3,89.7,43.1,51.1,73,1
76,54465.0,77.2,35.0,41.4,88.0,18.2,54,1
26,134578.0,102.9,32.9,54.6,55.0,96.4,235,2
16,25328.0,102.1,39.5,49.2,97.5,57.9,59,1
51,76058.0,71.3,35.9,91.6,96.3,52.2,23,0
86,89717.0,109.4,28.2,68.1,81.9,0.9,21,1
57,5008.0,115.2,26.6,64.3,94.6,48.6,31,1
29,54554.0,83.4,35.3,67.0,76.6,83.8,350,2
78,109895.0,110.6,27.4,98.3,91.6,22.0,338,2
92,123057.0,74.1,36.8,91.0,38.9,35.1,2,1
69,46974.0,100.0,29.7,82.4,47.6,2.1,69,1
47,119789.0,94.3,29.9,57.4,80.2,97.7,159,2
94,145163.0,97.3,25.2,49.9,54.0,6.7,87,2
62,128531.0,116.3,35.5,95.3,87.0,89.8,364,2
69,17647.0,113.6,26.7,65.4,90.2,31.3,58,1
76,110960.0,109.3,36.6,56.7,44.0,58.8,251,2
16,47950.0,83.7,32.4,68.3,85.9,67.9,218,1
90,148262.0,115.6,36.8,95.1,32.3,14.1,200,2
90,72804.0,74.9,33.8,63.2,46.7,44.4,76,1
48,18365.0,112.7,26.2,73.8,61.4,32.5,254,2
85,108778.0,86.4,36.5,88.2,38.1,5.7,246,2
39,48452.0,72.7,26.0,65.6,66.3,83.3,269,2
33,149562.0,103.5,32.2,54.0,66.3,4.5,306,2
94,146967.0,81.6,27.6,99.7,36.6,65.3,138,2
23,98420.0,82.2,36.3,97.4,83.7,31.4,77,0
10,19474.0,85.3,38.7,90.6,70.5,19.2,79,0
69,103029.0,73.2,33.3,81.3,45.4,66.7,9,1
34,13955.0,78.9,32.9,57.7,38.6,57.5,335,2
52,4405.0,70.3,36.5,94.8,90.3,31.5,123,0
95,123444.0,92.3,25.1,56.5,86.9,51.3,185,2
10,31463.0,74.2,38.8,88.0,38.4,24.6,33,0
19,56854.0,104.1,28.0,95.1,22.8,86.4,120,2
58,146019.0,81.8,39.8,76.2,84.4,31.4,79,1
96,50526.0,117.2,36.0,88.2,69.2,24.5,205,1
1,44473.0,113.6,36.6,87.5,28.1,75.2,52,2
69,137731.0,84.5,34.8,51.6,67.0,1.8,155,1
4,16612.0,109.2,32.1,80.1,56.2,26.8,273,1
16,113937.0,110.2,33.6,45.6,82.0,37.5,357,2
24,148210.0,119.3,25.7,70.5,36.7,88.2,134,2
80,135194.0,99.9,34.4,49.7,56.3,95.0,97,2
2,97750.0,74.1,34.4,65.0,32.5,71.6,240,2
92,47109.0,102.3,38.4,90.0,96.6,49.3,44,0
32,38148.0,101.2,32.6,99.2,82.3,64.1,198,1
91,122888.0,101.9,26.2,59.1,78.9,41.4,290,2
84,131973.0,85.4,29.6,71.9,75.2,29.9,113,1
24,78815.0,113.0,34.8,70.7,53.9,95.1,276,2
12,36651.0,118.0,28.6,97.3,93.9,11.5,240,1
50,16941.0,80.9,29.2,68.7,25.8,34.6,155,1
35,13077.0,74.4,37.3,81.9,84.3,89.9,351,1
33,107862.0,79.7,33.8,95.3,37.2,72.3,43,2
33,63018.0,111.0,32.6,62.4,45.9,2.9,79,1
61,135804.0,103.8,29.8,94.1,61.6,2.3,311,2
51,110951.0,101.8,36.0,95.0,82.6,51.7,137,1
43,28689.0,90.1,29.3,95.8,87.1,48.4,150,0
12,92067.0,98.9,36.1,56.2,66.7,44.3,241,2
67,65326.0,85.4,26.1,64.0,52.2,30.2,142,1
65,86587.0,93.9,38.0,92.2,95.7,98.7,310,1
33,110710.0,109.7,32.5,61.5,39.7,27.2,298,2
40,120929.0,119.1,31.6,76.0,84.2,49.0,49,1
74,126561.0,116.6,34.2,47.1,69.0,40.5,261,2
43,38096.0,116.7,34.4,43.4,50.2,17.0,160,2
44,4667.0,90.1,27.0,64.7,20.1,20.3,61,1
29,110894.0,93.4,36.3,74.7,55.7,91.8,54,2
13,15952.0,105.3,29.1,63.6,42.1,85.8,30,2
12,47238.0,116.1,38.6,74.7,28.3,19.9,329,2
95,573.0,77.1,37.3,70.9,26.0,87.6,289,2
46,102250.0,85.2,30.2,81.1,47.8,20.9,168,1
2,25070.0,77.0,37.1,79.0,69.2,62.7,265,1
35,98292.0,100.6,30.3,65.5,87.0,8.1,307,1
87,148761.0,85.3,26.5,65.5,34.7,88.0,184,2
81,10901.0,86.3,39.4,48.4,54.0,5.2,333,1
90,11562.0,73.5,34.8,70.8,51.4,55.5,2,1
8,51057.0,87.5,31.8,75.2,61.1,78.0,160,1
93,129958.0,113.1,31.0,68.6,84.8,11.7,259,2
26,32329.0,81.7,29.9,59.5,64.3,40.4,47,1
74,54057.0,104.8,39.7,83.3,87.7,4.2,253,1
90,10276.0,101.5,27.0,44.5,61.5,68.3,73,1
34,114473.0,113.2,29.7,94.9,68.3,30.7,334,2
7,61246.0,76.6,32.3,41.2,55.0,55.9,165,2
68,113887.0,118.9,32.2,97.7,85.8,93.3,259,2
58,135541.0,99.1,32.1,67.7,93.9,30.6,3,1
75,34914.0,119.8,27.6,64.8,71.1,4.9,118,1
29,121109.0,115.6,27.2,55.4,85.7,67.6,272,2
36,8864.0,81.1,28.8,40.6,24.7,78.7,225,2
89,134827.0,72.8,38.7,56.5,92.5,95.8,351,2
21,97615.0,82.8,26.7,46.6,35.1,15.8,69,2
36,131134.0,96.4,36.4,79.6,40.5,39.2,181,2
10,28.0,78.6,36.4,59.1,24.3,84.4,352,2
73,25362.0,78.4,37.1,86.0,97.2,80.7,263,1
24,58464.0,93.1,38.3,52.4,88.2,62.5,180,1
64,56925.0,71.7,28.9,94.0,93.1,26.9,4,0
99,34010.0,76.1,28.4,71.4,87.8,28.4,196,1
49,57242.0,90.8,32.0,46.9,58.4,12.4,46,1
99,19327.0,73.2,29.0,64.1,93.9,92.2,39,1
36,61914.0,89.8,36.0,52.4,97.6,17.3,121,1
82,120353.0,93.7,34.5,52.0,60.2,57.3,134,2
96,71861.0,92.6,38.1,70.4,34.0,58.4,139,2
24,2700.0,113.5,26.2,80.3,72.7,37.0,349,1
23,63217.0,96.5,38.7,94.7,98.0,35.3,152,1
62,4076.0,93.4,29.4,70.1,89.8,66.9,27,1
96,144937.0,90.5,32.4,98.0,88.9,38.8,76,0
37,19118.0,110.9,31.6,96.5,94.7,25.5,174,1
12,106153.0,114.8,36.4,91.9,91.5,39.9,48,1
55,145916.0,112.7,31.3,70.0,82.1,80.8,341,2
13,123906.0,103.7,39.2,48.5,77.5,96.6,309,2
23,104897.0,76.9,38.5,53.1,41.2,63.6,273,2
89,125919.0,83.8,38.1,78.9,69.7,78.2,26,1
99,147270.0,72.3,26.1,65.3,61.7,53.3,327,2
30,93202.0,116.5,37.8,48.8,89.0,62.5,220,2
17,83878.0,103.0,36.7,68.7,59.3,98.8,121,2
62,94236.0,107.3,26.6,41.0,30.2,43.8,360,2
84,79901.0,85.6,26.6,84.0,20.4,6.6,68,1
89,95263.0,112.3,26.5,44.4,74.2,95.7,70,2
86,67476.0,83.0,25.2,77.7,64.0,79.3,149,2
13,32766.0,70.1,33.2,87.6,46.5,39.8,186,1
59,18037.0,88.8,39.6,48.0,33.5,98.2,245,2
19,10251.0,98.5,31.6,71.1,57.3,34.6,195,1
49,39497.0,93.9,33.1,86.7,28.0,37.2,31,0
12,6919.0,113.1,39.5,55.6,46.9,61.0,108,2
61,85076.0,75.3,28.8,49.8,50.3,27.4,352,2
19,42574.0,97.7,37.9,60.2,57.2,69.9,0,1
76,123680.0,95.6,33.2,73.3,57.3,15.3,181,2
9,11136.0,84.1,33.5,74.5,40.6,10.8,173,1
71,33953.0,111.1,30.1,47.9,88.0,53.5,168,2
28,109537.0,107.6,33.4,67.5,48.4,55.5,247,2
78,89821.0,106.6,26.1,56.1,38.4,10.7,107,2
95,9674.0,113.8,36.5,90.5,34.1,96.4,296,2
52,131586.0,106.1,29.3,58.8,45.8,57.3,263,2
83,131589.0,81.6,38.3,90.3,25.4,15.1,29,1
16,49561.0,105.3,30.5,65.7,22.6,31.1,301,2
69,51061.0,85.4,27.1,83.6,68.4,80.0,360,2
99,148354.0,82.1,35.4,70.6,69.5,52.3,351,2
12,93926.0,73.7,27.5,77.3,62.4,18.8,316,1
25,79697.0,107.2,36.3,63.7,81.0,10.3,224,2
52,125723.0,105.6,39.5,86.1,23.1,43.1,88,2
85,42794.0,81.7,36.7,65.5,94.9,33.7,233,1
53,64377.0,107.5,25.3,67.4,27.6,65.6,167,2
23,40167.0,115.9,34.0,71.1,73.9,92.5,230,2
16,118374.0,75.4,35.4,89.9,30.7,24.8,125,1
57,86002.0,81.6,37.4,79.6,90.4,85.5,60,1
39,98824.0,107.5,25.8,60.9,60.9,92.0,119,2
53,37846.0,83.7,32.2,80.2,26.6,90.2,189,2
42,33034.0,101.2,33.0,78.5,69.3,95.2,120,1
58,73256.0,74.1,27.5,95.9,20.7,84.2,47,2
39,110635.0,92.6,29.8,90.5,82.1,59.3,201,2
14,78786.0,107.0,31.6,78.8,72.0,41.0,58,1
95,4897.0,104.3,37.5,60.5,37.0,49.2,184,2
5,130283.0,110.8,38.9,86.8,50.0,87.3,222,2
35,9703.0,113.9,34.4,74.5,20.6,30.1,10,1
87,143374.0,108.7,30.9,99.1,75.5,15.9,280,2
93,3771.0,103.6,28.8,54.9,45.8,14.1,188,2
75,104168.0,71.6,39.7,44.8,65.7,82.7,301,2
18,12331.0,96.7,39.7,44.2,96.5,76.1,309,2
76,136601.0,71.9,38.9,78.4,44.0,49.8,236,2
9,69665.0,110.4,36.8,96.4,99.2,27.5,33,1
74,20629.0,86.0,29.9,40.1,70.6,67.8,339,2
58,51122.0,98.1,37.3,83.5,39.4,3.8,134,1
17,24724.0,84.0,31.1,79.4,54.9,56.8,61,1
7,25587.0,109.1,29.9,83.9,79.2,39.8,312,1
46,142216.0,114.3,36.2,61.3,55.7,97.8,226,2
13,66787.0,89.9,26.2,89.2,25.5,50.8,92,2
40,118320.0,113.1,25.7,42.7,33.5,55.2,115,2
42,95941.0,83.4,31.7,85.3,83.3,71.2,331,1
9,101464.0,96.7,31.7,56.0,71.9,48.5,132,2
50,19754.0,112.9,38.4,68.6,65.6,22.5,331,1
27,35128.0,86.3,26.9,89.4,33.4,53.7,292,2
66,118013.0,117.7,26.8,56.3,87.0,94.4,192,2
5,145615.0,76.1,27.2,51.1,96.9,41.0,29,1
29,39401.0,70.9,25.4,80.9,23.3,68.0,297,2
37,40735.0,115.2,26.1,72.0,26.2,97.8,60,2
38,70935.0,73.4,34.9,70.9,90.8,83.0,303,2
83,147576.0,119.6,31.5,55.4,85.2,65.9,339,2
8,40344.0,117.6,36.5,42.1,69.4,73.6,348,2
65,61046.0,76.9,39.9,64.6,95.6,93.6,323,2
86,133722.0,96.9,34.9,46.4,71.7,96.0,301,2
17,438.0,79.2,25.8,94.4,37.3,96.9,27,1
71,5965.0,91.4,26.6,42.5,78.3,62.6,76,1
89,90611.0,73.1,38.2,65.9,71.7,38.5,120,1
45,136107.0,81.2,32.9,43.1,98.9,13.3,2,1
4,35828.0,88.2,37.4,45.7,37.1,38.6,36,1
36,70446.0,91.9,37.8,79.5,67.8,94.3,146,1
70,67570.0,118.9,38.9,78.8,82.4,89.0,91,2
31,70946.0,110.4,39.2,42.0,47.1,52.4,338,2
19,93378.0,106.9,33.3,40.1,50.4,53.7,272,2
61,70462.0,96.9,30.1,44.7,91.0,30.9,86,1
54,67120.0,112.0,39.4,85.8,52.3,45.5,39,1
39,71143.0,87.0,33.2,75.1,70.0,71.4,177,1
91,88630.0,105.4,26.0,42.3,91.1,40.2,328,2
74,80551.0,119.7,34.6,69.3,36.8,18.8,284,2
90,128120.0,85.7,33.8,82.7,98.6,54.1,41,1
19,7425.0,103.7,38.4,92.1,76.2,22.5,284,1
39,124998.0,112.2,34.8,96.0,59.7,97.4,65,2
67,126589.0,115.8,30.2,59.6,54.5,39.0,123,2
45,42736.0,105.9,39.5,48.1,96.3,91.0,144,2
13,69428.0,84.2,37.0,54.2,36.5,22.6,119,2
92,65781.0,86.3,34.5,86.6,44.9,18.9,108,1
58,32776.0,71.0,29.4,98.3,44.6,61.7,91,1
20,59520.0,108.0,30.6,68.0,43.1,77.9,307,2
92,6658.0,72.1,35.0,58.3,57.5,56.7,59,1
72,41673.0,113.2,26.1,65.8,99.1,23.0,349,2
61,122502.0,75.9,28.9,58.3,91.1,3.8,226,2
39,42684.0,78.6,35.7,55.4,46.2,61.8,239,2
1,122731.0,93.8,32.2,75.6,53.8,13.1,211,2
3,79740.0,106.9,31.0,40.9,73.6,34.3,97,2
77,131979.0,77.0,27.3,55.6,21.4,67.6,13,2
92,86217.0,92.0,31.6,79.7,85.6,9.8,217,1
62,4450.0,94.1,36.6,41.9,90.4,12.7,169,1
63,101313.0,80.6,29.0,45.0,88.6,6.2,306,2
25,6728.0,75.8,25.1,57.6,50.0,99.6,279,2
56,67590.0,111.8,35.0,92.7,57.0,38.7,362,2
33,139414.0,95.1,39.6,85.9,21.0,90.6,209,2
38,24781.0,70.7,34.1,41.3,52.0,29.4,255,1
6,58481.0,110.1,26.8,70.1,56.8,75.3,170,2
58,109479.0,119.0,29.8,56.5,92.6,21.9,72,2
44,132339.0,100.3,38.0,78.9,91.5,49.8,146,1
45,100641.0,95.2,28.5,83.3,97.3,82.5,339,2
32,38726.0,113.9,34.1,91.8,90.8,81.6,316,2
45,101191.0,117.6,31.0,68.5,20.7,79.4,105,2
61,44509.0,107.7,28.1,99.7,71.3,82.4,93,2
47,107764.0,92.3,37.2,98.8,25.5,21.1,62,1
21,143105.0,99.6,36.1,92.9,41.8,48.2,153,1
80,108209.0,105.0,34.9,74.5,66.3,48.5,254,2
85,129432.0,79.7,28.5,63.9,76.0,89.1,350,2
75,316.0,92.4,26.5,61.9,72.4,29.7,34,0
36,107636.0,111.5,33.6,40.7,23.9,93.1,322,2
99,124438.0,102.7,33.3,55.0,28.3,45.1,311,2
19,6084.0,90.6,27.8,83.1,30.3,67.0,295,2
20,130740.0,103.2,25.8,76.2,27.3,26.9,252,2
57,38504.0,75.9,26.2,95.0,34.3,41.0,156,1
18,99794.0,90.1,39.9,43.0,75.1,71.0,133,2
47,120053.0,109.7,36.8,49.3,86.5,51.3,128,2
49,99400.0,81.0,38.8,87.4,52.7,93.1,279,2
14,13843.0,79.3,27.9,61.5,75.4,73.7,357,2
15,89448.0,117.5,39.4,47.1,36.0,56.4,251,2
31,82438.0,80.5,27.1,99.8,97.9,88.7,134,1
1,135048.0,83.0,32.6,87.2,48.0,66.6,330,2
54,60636.0,118.5,37.4,64.5,87.7,64.7,10,1
3,48162.0,106.7,30.2,89.4,95.6,24.6,291,1
16,112478.0,105.0,31.4,80.8,89.2,39.5,147,1
87,61901.0,112.6,26.9,87.4,25.4,68.3,318,2
57,96914.0,75.8,26.8,88.9,72.0,89.2,79,1
75,96968.0,105.3,34.3,45.1,29.6,31.6,190,2
12,133206.0,95.2,35.1,77.4,20.5,21.5,343,2
74,89804.0,111.5,36.7,40.4,24.1,59.4,29,2
96,75323.0,95.4,33.4,42.6,93.3,6.7,358,2
16,20831.0,101.0,34.7,94.2,92.7,71.5,228,1
72,17361.0,93.9,25.2,71.7,38.1,70.3,83,2
76,23148.0,93.9,27.4,84.2,63.8,35.5,149,0
24,25777.0,108.4,39.8,90.3,96.4,89.3,360,2
28,95682.0,101.4,26.1,97.0,59.7,50.2,188,2
8,111147.0,101.7,35.2,92.2,51.5,64.6,20,1
92,79499.0,92.5,27.6,69.0,58.7,21.0,36,1
36,124353.0,96.6,35.8,60.2,83.2,41.7,245,2
90,148689.0,107.3,35.6,49.3,58.2,86.2,282,2
8,123002.0,111.3,28.5,64.0,82.7,21.3,101,2
58,104232.0,104.8,29.0,62.0,54.5,39.1,293,2
60,79874.0,116.2,34.8,73.6,40.2,31.8,231,2
50,67328.0,111.0,30.9,79.9,46.1,15.1,315,2
28,12659.0,98.1,27.9,98.7,26.2,29.0,325,2
92,59905.0,103.6,36.0,83.7,59.8,23.3,287,1
41,136520.0,116.3,27.3,78.6,31.8,92.4,335,2
64,121203.0,101.0,37.8,60.1,84.9,74.1,244,2
27,32408.0,111.2,32.7,42.1,53.6,31.6,176,2
63,69991.0,104.4,26.6,57.3,81.2,76.3,212,2
17,122508.0,97.6,35.4,86.1,96.4,2.2,357,1
73,10108.0,82.1,32.8,52.3,88.0,52.7,101,1
33,58109.0,91.3,29.5,82.7,96.1,25.0,285,1
84,127776.0,118.4,31.3,74.8,65.4,11.4,21,1
77,60585.0,102.9,29.5,50.3,33.2,88.4,18,2
92,11642.0,98.2,28.9,55.7,94.8,19.9,286,2
29,81380.0,116.6,27.5,69.8,89.5,82.2,275,2
13,129261.0,99.3,30.4,65.1,89.2,41.3,146,1
46,88543.0,96.3,28.8,86.7,75.5,1.4,39,1
35,33942.0,108.0,35.3,84.1,70.0,73.3,166,1
6,57636.0,105.6,35.3,74.5,21.2,59.6,90,2
82,67519.0,79.7,32.5,89.3,79.8,34.4,71,0
69,86890.0,93.6,36.7,73.8,27.3,28.2,364,2
47,113903.0,93.6,37.6,97.9,40.8,7.4,282,1
25,14831.0,88.9,33.7,53.0,64.1,94.1,334,2
66,133448.0,95.9,34.3,82.8,56.1,49.4,139,1
10,1846.0,90.7,29.2,62.2,21.3,8.6,238,2
56,55508.0,80.0,38.4,56.7,85.9,86.9,77,1
30,4113.0,90.6,25.4,50.8,90.3,27.9,198,1
5,58946.0,73.6,30.2,73.2,74.5,20.4,16,0
33,78872.0,98.8,35.8,52.9,63.3,28.1,217,2
65,76752.0,112.7,26.2,52.0,96.9,56.5,228,2
18,24844.0,106.3,27.7,99.4,29.6,7.4,339,2
96,96861.0,88.0,33.8,88.1,79.0,48.2,137,0
49,6717.0,74.4,33.4,84.9,30.3,89.6,146,1
11,114286.0,80.1,36.1,87.6,50.5,18.8,209,1
85,141997.0,97.3,37.2,98.1,66.8,33.1,157,1
26,50965.0,80.4,26.9,74.4,79.0,39.6,152,1
63,77586.0,97.2,25.3,53.2,20.3,58.6,343,2
89,56837.0,81.6,35.3,91.7,40.8,91.9,329,2
86,1007.0,112.4,29.5,84.6,63.1,39.5,357,1
59,57881.0,89.9,34.4,64.9,62.6,6.9,351,1
27,118758.0,82.3,27.3,68.4,71.0,34.8,162,1
49,89398.0,110.6,32.0,64.7,44.3,19.0,306,2
77,15189.0,87.1,32.6,95.8,63.2,65.2,100,0
33,127071.0,75.6,33.8,60.6,35.2,2.9,326,2
98,79663.0,98.5,32.7,97.8,34.9,29.2,326,2
99,126259.0,99.1,32.4,94.6,66.1,54.5,154,1
1,87033.0,105.7,30.0,77.8,74.8,27.7,9,1
21,83953.0,82.0,26.1,74.8,29.6,55.1,352,2
55,15789.0,92.2,26.3,62.2,29.8,11.5,182,2
6,25104.0,84.1,31.5,41.1,65.2,94.3,133,1
92,145804.0,74.0,30.3,47.7,41.6,29.1,5,1
81,34273.0,113.8,32.7,85.3,51.4,92.3,332,2
69,146618.0,106.4,29.6,68.3,52.1,32.6,332,2
95,79787.0,85.1,35.3,49.0,34.3,78.2,257,2
5,20368.0,100.0,38.0,55.8,20.1,24.6,210,2
3,14895.0,80.1,29.5,96.9,88.3,67.0,50,0
53,31330.0,114.5,27.9,62.0,77.2,32.4,146,1
23,138846.0,75.7,26.7,94.5,75.2,50.9,127,1
53,62123.0,70.2,34.2,58.3,63.7,67.4,257,2
37,59315.0,95.1,31.7,72.6,76.1,58.9,50,1
74,46981.0,99.2,27.8,41.2,94.9,57.6,153,2
74,22059.0,98.9,34.8,71.3,73.3,6.6,69,0
83,73178.0,72.7,27.2,78.2,41.2,24.9,275,2
17,19507.0,85.7,33.3,54.1,65.6,57.2,278,1
85,125322.0,95.0,32.9,74.7,55.4,1.8,309,2
78,55560.0,80.8,36.0,78.8,64.5,25.1,133,1
73,56221.0,113.6,25.8,81.2,61.4,22.9,219,2
1,71101.0,74.4,38.3,86.6,88.7,25.0,162,0
51,66619.0,94.4,35.5,58.7,72.1,53.6,135,1
45,149229.0,104.6,28.2,74.1,35.1,58.2,56,2
77,81807.0,83.1,27.8,98.9,25.0,90.9,176,2
4,13230.0,101.2,31.5,93.9,53.9,38.6,114,1
62,91032.0,111.5,37.3,97.2,21.2,92.7,148,2
65,22738.0,79.5,37.6,63.2,45.5,65.2,240,1
32,4641.0,115.9,32.8,87.2,49.4,91.3,122,2
34,145611.0,97.7,37.9,77.2,50.0,83.3,291,2
92,116031.0,85.0,25.1,45.0,98.3,68.8,326,2
95,147016.0,91.5,25.5,89.4,44.3,35.6,68,1
72,71682.0,85.6,38.7,80.6,41.2,24.1,313,1
39,79839.0,106.3,36.6,51.9,30.4,22.2,62,2
26,25251.0,109.8,31.8,44.8,60.9,95.2,220,2
34,37036.0,111.6,36.3,90.2,32.3,95.9,15,2
54,125782.0,119.3,39.3,44.7,69.3,72.5,77,2
3,53428.0,109.6,36.6,45.5,32.4,88.4,121,2
50,124022.0,100.1,37.6,65.6,66.1,91.9,257,2
12,106352.0,87.0,36.4,48.1,86.1,51.2,216,2
65,26576.0,97.2,27.5,94.8,23.4,62.9,113,2
54,76117.0,72.1,37.5,68.2,53.6,41.9,145,1
5,101608.0,107.2,27.9,74.1,56.9,41.8,236,2
94,35256.0,92.3,38.4,95.7,83.3,3.8,85,0
94,124603.0,71.0,31.9,71.8,57.4,43.4,166,1
57,81724.0,73.1,35.2,61.2,65.4,67.3,128,1
17,24786.0,89.4,32.5,87.8,83.3,42.2,164,0
47,87448.0,99.2,26.4,66.6,64.8,87.2,276,2
23,149957.0,93.2,29.4,59.1,48.7,33.3,256,2
79,22578.0,101.0,39.8,83.4,26.9,13.3,131,1
85,122514.0,94.0,39.4,88.1,78.4,81.2,57,1
14,31096.0,103.1,29.8,87.5,89.7,67.4,256,1
66,117358.0,81.0,39.9,98.7,97.6,24.2,140,1
75,110187.0,75.6,37.7,87.2,94.1,53.6,173,1
51,45073.0,99.8,34.2,86.2,83.8,40.2,174,0
38,48873.0,94.2,25.6,91.4,71.5,93.9,208,1
64,118878.0,71.3,38.5,40.0,82.5,60.7,203,2
98,69217.0,89.0,33.4,61.7,54.6,15.8,6,1
38,109623.0,75.3,38.0,84.3,67.6,50.2,50,1
50,22198.0,96.6,37.5,76.0,47.9,86.3,258,2
98,127884.0,89.8,37.5,50.7,46.1,67.1,177,2
82,106633.0,100.7,35.5,58.2,80.5,84.2,30,2
30,136041.0,110.3,29.4,60.2,56.3,25.0,355,2
79,19856.0,85.0,30.0,74.1,37.0,88.8,317,2
91,88952.0,118.1,29.6,89.9,36.2,75.6,153,2
51,89868.0,96.8,25.3,95.9,88.7,72.9,363,2
63,53019.0,100.9,33.7,85.0,74.2,34.7,54,0
98,68770.0,104.0,35.5,90.6,63.7,88.8,155,1
52,5697.0,103.3,37.8,68.2,52.1,63.8,43,1
38,111879.0,95.5,27.1,63.4,54.5,85.2,80,2
97,82398.0,91.4,33.2,63.6,24.6,36.1,165,1
88,8661.0,72.7,25.1,77.0,56.4,14.6,29,1
79,102113.0,71.1,26.4,47.5,83.6,33.2,321,2
30,70017.0,87.9,25.8,74.8,51.0,45.5,135,1
51,5169.0,86.7,35.9,79.9,50.7,53.3,13,1
81,145441.0,89.4,26.2,66.3,21.3,51.1,356,2
5,142367.0,76.9,35.7,97.2,56.6,54.6,105,1
29,76935.0,106.9,28.7,76.5,22.0,84.2,358,2
4,14051.0,112.8,38.2,53.2,65.6,17.0,317,2
10,113193.0,116.9,37.2,68.8,60.5,31.6,74,1
56,73790.0,94.6,39.4,80.5,87.2,88.9,78,1
17,45367.0,105.0,38.3,59.4,66.5,56.0,193,2
74,73713.0,112.8,39.0,44.8,45.9,58.3,362,2
17,78367.0,90.9,37.9,75.0,61.3,47.8,95,1
84,84407.0,85.5,35.4,96.9,76.0,54.9,39,0
88,66184.0,116.8,27.6,69.1,27.5,19.8,255,2
69,90863.0,95.8,29.1,94.4,69.7,54.7,106,1
34,137810.0,94.9,28.2,90.1,93.3,99.7,16,1
6,54340.0,78.9,34.1,48.8,43.9,56.6,14,1
53,108857.0,75.4,32.6,82.5,70.1,4.4,271,1
66,134168.0,112.1,38.0,66.1,85.7,79.6,12,2
77,68397.0,100.7,39.3,55.0,60.9,39.6,246,2
43,66518.0,86.3,31.1,81.2,77.4,15.4,213,1
75,90318.0,79.6,32.6,84.6,44.9,86.3,150,1
23,88711.0,97.8,39.6,50.8,44.5,19.8,291,2
55,120988.0,99.2,29.1,94.9,73.4,92.1,42,2
80,71473.0,80.3,36.9,85.1,76.4,44.2,113,0
95,149418.0,112.6,28.4,96.0,95.0,74.3,329,2
