customer_id,vehicle_type,seats_needed,is_ev_preferred,distance_km,booking_hour,day_of_week,price_range,vehicle_id
76,Van,2,0,158.77,23,6,0,17
9,Bike,4,0,143.06,5,3,2,37
74,Bike,5,1,54.57,19,1,0,32
58,Truck,4,0,173.11,14,1,0,23
17,Truck,5,1,179.22,3,0,2,25
7,Truck,7,0,42.86,15,4,2,21
46,Van,2,0,30.44,21,0,1,16
13,Van,5,1,195.24,23,6,1,11
40,Bike,7,0,174.32,7,0,2,34
42,Truck,2,0,179.18,6,5,0,23
9,Van,5,1,177.84,18,3,1,18
50,Car,4,0,110.63,16,5,0,41
27,Bike,4,1,131.05,20,3,1,36
66,EV,4,0,111.35,12,5,1,46
5,Bike,7,0,14.99,14,1,1,36
29,EV,4,0,150.37,1,3,2,40
37,Truck,8,0,103.54,9,3,0,27
38,EV,2,1,131.3,12,5,2,2
83,Truck,7,1,103.01,17,2,1,24
8,Car,4,0,100.9,22,1,2,41
65,EV,2,0,38.5,10,6,2,44
86,Bike,5,1,59.35,12,1,2,36
17,Truck,4,0,35.98,18,6,0,25
71,Bike,2,0,43.15,23,2,2,34
89,Van,8,0,194.73,23,5,2,13
45,Truck,5,0,34.86,21,5,2,27
4,EV,8,1,57.51,4,1,2,8
36,Truck,2,1,120.16,2,5,2,20
70,Bike,8,0,123.98,18,4,2,39
31,Car,2,0,35.02,22,4,2,41
19,Truck,2,0,159.77,12,6,1,22
61,EV,8,0,158.11,4,2,2,40
54,Van,2,0,51.28,11,3,2,12
39,Car,4,1,61.29,13,4,0,49
91,Van,2,0,187.91,5,6,1,17
74,Truck,7,0,166.01,21,5,2,23
90,Bike,2,0,141.07,8,2,0,36
19,Bike,7,0,21.04,16,6,2,36
39,EV,2,0,86.56,7,6,2,44
67,Bike,2,1,114.06,12,4,2,30
45,Car,8,0,41.55,4,0,2,49
13,Bike,4,1,92.4,21,2,2,33
92,EV,4,0,122.2,21,1,0,46
58,Truck,5,0,68.84,16,6,2,24
20,Truck,8,0,157.28,2,4,0,21
92,Bike,8,0,168.89,5,1,2,37
72,Van,4,0,68.1,13,2,0,11
61,Truck,8,0,168.54,14,4,1,27
39,Bike,4,1,25.2,13,1,2,31
1,EV,8,1,168.36,10,3,1,5
3,Bike,2,0,34.79,10,6,1,33
77,Truck,4,0,21.17,8,3,1,20
92,EV,4,0,130.15,5,0,2,47
62,Bike,7,0,97.03,14,5,1,39
63,Car,8,0,182.04,11,2,0,42
25,EV,8,1,75.82,5,5,2,4
56,Car,4,0,60.99,0,5,1,43
33,Van,2,0,102.64,15,1,2,14
38,EV,2,0,93.91,19,0,1,42
6,Car,2,0,72.16,14,2,0,48
58,Truck,8,1,140.28,1,3,2,23
44,Truck,7,0,153.11,16,5,2,29
45,Van,4,0,171.33,2,1,1,13
32,EV,5,1,194.71,2,5,0,6
45,EV,7,0,57.0,4,4,2,47
61,EV,5,1,144.64,16,3,1,7
47,Van,7,0,81.88,22,5,0,13
21,EV,2,0,137.03,16,4,0,43
80,Truck,8,1,97.82,19,4,0,24
85,Car,5,0,198.79,5,1,0,49
75,Truck,7,0,147.14,0,1,2,24
36,Truck,8,0,190.74,6,4,2,20
99,Car,5,0,167.82,14,0,0,47
19,Truck,4,1,181.07,6,5,1,29
20,Van,7,1,163.81,18,4,1,14
57,Car,4,1,94.54,19,4,0,42
18,Truck,2,1,54.1,21,1,0,22
47,Bike,4,0,77.21,10,5,1,33
49,Truck,4,0,8.95,22,2,0,26
14,Van,7,0,107.18,13,3,0,14
15,EV,2,0,103.49,12,1,2,40
31,Truck,4,0,107.42,19,5,2,24
1,EV,8,1,194.94,8,5,0,5
54,Bike,5,0,182.73,8,6,0,35
3,Truck,4,0,36.53,15,0,2,26
16,Car,2,0,76.93,11,3,0,44
87,EV,4,1,87.67,9,1,2,2
57,Bike,5,1,75.3,5,1,2,31
75,Car,2,1,160.71,17,2,1,43
12,Car,7,0,107.19,1,6,2,40
74,Car,2,1,116.56,19,6,1,46
96,Car,7,0,171.34,8,0,1,40
16,Truck,2,1,162.16,18,6,2,22
72,Truck,5,0,30.78,5,0,0,29
76,Truck,5,0,144.21,1,5,2,26
24,Bike,2,0,89.91,14,5,1,35
28,Bike,4,1,62.46,16,1,2,36
8,Bike,5,0,14.75,15,2,2,34
92,Van,7,1,100.01,20,1,1,17
36,Bike,7,0,74.31,7,6,2,35
90,Truck,8,0,54.05,9,4,2,23
8,Truck,7,0,140.46,9,5,1,20
58,Van,8,0,155.05,17,4,0,11
60,Van,2,0,52.73,9,6,1,15
50,Bike,2,0,14.64,8,2,1,33
28,EV,2,1,170.51,23,1,2,3
92,Van,4,0,6.94,18,5,1,16
41,Car,4,1,187.74,0,2,2,46
64,Truck,8,0,127.39,3,1,2,21
27,Car,7,1,67.76,23,1,2,47
63,Truck,7,0,53.06,2,4,1,20
17,Truck,2,0,6.76,9,3,1,29
73,Van,5,0,50.92,11,6,2,16
33,Van,4,0,31.86,17,0,0,19
84,Car,4,1,124.37,22,5,0,40
77,Truck,2,0,37.48,19,0,1,22
92,Car,4,0,108.08,5,2,2,42
29,EV,2,1,120.07,20,0,2,2
13,Car,8,0,63.12,1,4,1,49
46,Bike,7,1,11.84,9,3,0,34
35,Car,5,0,12.26,1,5,1,43
6,Bike,7,1,10.14,8,6,1,35
82,Bike,7,0,149.13,9,1,2,31
69,Bike,8,0,67.01,1,1,1,33
47,EV,4,0,160.28,7,6,0,46
25,Car,5,1,89.19,23,4,1,40
66,Car,4,0,93.33,16,5,2,42
10,EV,7,0,105.01,16,0,0,40
56,Truck,2,1,144.04,3,6,2,21
30,Van,7,1,58.33,17,1,1,18
5,Car,4,1,28.71,11,0,1,49
33,Van,7,1,113.43,16,4,1,14
65,EV,2,0,68.76,8,1,2,43
18,Truck,8,0,91.29,18,2,1,23
96,Truck,4,1,131.15,13,3,0,27
49,Truck,7,1,101.35,13,0,0,22
11,EV,4,0,125.95,16,6,2,43
85,Bike,8,0,111.12,1,5,2,31
26,Bike,7,1,149.26,7,0,2,35
63,Van,7,0,142.66,4,0,1,18
89,Bike,4,0,109.17,6,0,0,33
86,Bike,4,0,137.39,21,6,0,35
59,Truck,2,0,175.34,15,4,0,23
27,Truck,8,1,89.29,15,4,2,21
49,Van,2,0,85.49,16,5,2,15
77,Car,7,1,154.03,21,4,1,46
33,Van,4,0,118.6,6,6,2,13
98,Van,7,0,18.85,19,5,0,16
99,EV,7,1,178.96,7,5,1,8
1,EV,5,0,11.0,7,4,2,42
21,Van,5,0,150.94,22,1,2,11
55,Van,7,0,152.96,10,4,0,14
6,Van,4,0,190.86,14,1,1,11
92,Bike,7,0,15.56,17,2,2,39
81,EV,5,1,121.39,5,4,2,5
69,Van,4,1,88.43,21,2,1,19
95,Truck,7,1,69.47,11,4,1,25
5,Truck,8,0,22.61,14,2,2,27
3,Bike,8,0,114.72,22,3,2,35
53,Bike,7,0,98.41,5,2,0,33
23,Car,4,0,25.39,17,1,1,42
53,Car,7,0,124.44,23,0,2,41
37,Car,7,0,148.9,19,5,2,40
74,Bike,5,1,154.62,8,2,2,31
74,Bike,8,0,181.55,7,0,2,31
83,Bike,5,0,84.85,13,6,0,34
17,Truck,5,1,190.85,18,3,1,28
85,Bike,7,0,173.76,18,3,2,30
78,Truck,5,1,62.82,7,6,1,23
73,Car,8,1,36.06,1,6,1,49
1,Car,5,1,89.9,3,6,2,46
51,Car,8,0,83.37,5,1,2,49
45,Van,5,1,117.27,2,6,2,12
77,Van,8,0,118.76,2,1,0,17
4,EV,5,1,151.25,18,2,2,3
62,EV,5,0,104.43,10,4,1,47
65,EV,4,0,25.44,9,6,1,41
32,Van,8,0,172.37,11,6,0,14
34,Van,8,0,65.4,13,3,2,13
92,EV,8,1,194.4,17,0,2,9
95,EV,2,1,27.98,23,4,0,3
72,Bike,5,1,191.86,8,3,0,34
39,EV,8,0,22.75,14,2,2,49
26,Bike,2,1,50.05,23,6,2,38
34,Truck,4,0,14.08,2,3,1,25
54,Van,8,1,142.5,22,1,2,11
3,EV,8,1,170.81,10,0,2,1
50,Van,2,0,89.64,9,0,1,10
12,Van,5,1,186.06,17,1,1,16
65,Van,4,0,120.11,3,6,1,11
54,Truck,8,0,127.85,12,6,1,26
5,Car,5,0,169.86,5,4,0,40
94,EV,4,0,62.88,20,1,1,43
94,Car,7,1,74.08,12,6,0,49
57,Car,7,0,181.66,19,0,1,43
17,Car,4,0,180.69,4,6,1,44
47,Van,2,0,195.41,19,2,1,19
23,Bike,4,1,180.86,13,6,2,30
79,Van,4,1,29.84,12,4,0,16
85,Van,2,1,165.63,13,5,1,11
14,Car,2,1,84.92,7,3,2,41
66,Van,5,0,198.21,15,5,0,17
75,Car,5,0,97.09,12,2,0,48
51,Bike,2,0,113.0,23,5,2,35
38,EV,7,0,108.31,14,6,0,40
64,Car,7,1,67.74,18,4,2,40
98,Bike,4,0,19.63,0,0,1,36
38,EV,8,1,179.65,21,0,2,8
50,Truck,4,0,161.52,1,2,0,22
98,Car,4,0,32.21,17,5,0,48
82,Car,8,0,156.47,18,4,1,43
30,Truck,2,1,127.04,7,3,2,23
79,Truck,7,1,84.78,2,6,1,22
91,Car,4,1,54.53,22,5,2,47
51,Truck,8,0,172.65,13,5,2,28
63,Van,5,1,141.54,8,3,2,10
98,EV,4,0,111.81,7,1,1,41
52,EV,7,0,123.87,16,6,1,40
38,EV,2,1,22.76,22,2,0,4
97,Van,4,0,97.41,22,6,1,19
88,Truck,4,1,42.77,23,4,2,26
79,Bike,8,0,45.63,15,2,2,36
30,Truck,5,0,133.95,9,3,2,25
51,Car,5,1,182.69,20,4,1,44
81,EV,2,0,83.73,9,0,0,43
5,Truck,7,1,45.51,23,0,1,27
29,Bike,2,0,131.51,5,6,0,36
4,Car,4,1,174.88,21,4,1,49
10,Van,4,0,150.92,16,2,2,10
56,Van,5,0,174.41,15,2,0,15
17,Bike,7,0,109.63,14,0,1,31
74,Car,8,0,151.62,21,0,2,43
17,EV,7,1,32.31,13,3,0,5
84,Truck,4,0,72.91,3,4,0,27
88,Car,8,0,80.96,3,2,2,45
69,Van,7,0,104.7,1,3,2,11
34,Bike,7,0,186.17,10,2,1,34
6,Bike,8,1,175.49,3,0,1,34
53,Truck,4,1,31.23,20,4,2,25
66,Bike,7,0,38.69,20,1,1,30
77,Bike,8,1,74.74,15,4,2,37
43,Car,4,0,61.7,20,5,2,42
75,EV,8,0,124.88,3,1,1,44
23,Truck,8,1,181.04,0,6,1,26
55,Car,7,0,192.65,23,6,0,42
80,EV,4,1,132.45,18,3,0,6
95,Car,7,1,168.44,1,1,1,44
75,Car,2,0,107.41,8,1,1,46
16,Bike,2,1,45.62,22,3,1,39
8,EV,4,1,107.31,12,4,0,3
4,Truck,8,0,113.24,17,3,1,21
4,Truck,7,1,149.78,15,5,0,23
56,EV,7,0,47.88,15,0,0,42
25,Bike,4,1,76.82,9,6,0,33
67,Van,4,1,75.99,8,0,0,16
96,Car,2,0,192.09,10,6,2,44
67,Bike,5,0,91.57,3,1,1,33
27,EV,4,1,152.24,9,3,1,6
93,Car,5,0,151.41,2,3,2,46
32,Truck,4,0,56.78,5,3,1,24
50,Van,8,0,116.51,2,5,0,16
61,Truck,8,0,179.39,8,5,2,22
51,EV,2,0,97.66,2,4,0,46
19,Car,2,0,189.3,17,2,2,42
21,EV,5,0,46.82,7,6,0,45
5,Car,4,1,19.46,21,2,1,47
82,Bike,7,0,178.83,7,2,1,35
92,Van,2,0,170.3,14,6,1,19
42,Bike,7,0,198.56,12,4,2,32
61,Bike,7,0,137.48,6,3,1,34
22,EV,4,0,187.65,18,2,2,48
21,Van,5,0,166.26,7,3,0,17
70,Car,4,0,169.66,9,1,1,45
1,Car,2,1,115.98,16,2,0,48
5,Truck,7,1,79.56,0,1,1,21
12,Car,4,1,187.24,12,4,0,48
90,EV,4,1,89.26,12,0,2,6
46,Bike,4,1,110.07,23,5,1,38
34,Bike,2,0,91.99,15,6,2,33
49,Bike,5,1,115.14,8,4,2,34
78,Van,4,0,96.75,9,4,0,11
90,Car,2,1,14.35,5,4,1,42
45,EV,7,1,177.0,4,2,2,1
27,Van,8,0,91.66,1,1,0,13
73,Truck,2,0,119.84,10,5,0,21
26,EV,8,0,32.14,8,2,0,41
47,EV,4,1,5.66,5,0,1,1
86,EV,4,1,52.83,7,6,1,2
56,Bike,2,1,142.39,8,6,0,33
94,EV,8,0,24.34,8,5,1,45
63,Car,4,1,182.23,7,6,0,46
48,EV,7,0,46.93,11,6,1,46
61,Bike,5,1,44.9,7,4,1,36
81,EV,5,0,40.39,2,3,0,43
26,Truck,4,0,7.73,12,0,0,24
36,Truck,8,0,155.5,18,1,1,22
1,Bike,4,1,175.63,1,0,0,30
8,Car,8,1,124.76,16,2,0,47
99,Car,7,0,41.7,15,6,0,49
52,Van,8,0,60.63,3,3,0,16
79,Bike,4,1,97.81,17,2,1,38
47,EV,7,0,191.1,13,5,2,49
56,Bike,2,1,53.23,1,4,1,33
86,Van,5,0,147.67,12,6,0,14
14,Bike,4,0,90.69,20,4,0,34
90,Bike,4,1,63.08,19,0,1,36
28,Van,4,1,93.9,16,4,0,18
87,Car,7,0,18.89,14,4,1,47
78,EV,2,0,160.74,19,5,2,46
88,Van,8,1,52.44,4,1,0,10
2,Truck,2,0,146.46,6,1,2,29
26,Car,7,1,18.33,17,2,2,45
14,Truck,4,0,191.24,23,6,0,29
59,Car,5,0,42.64,10,2,0,48
56,EV,4,1,177.13,17,1,1,7
7,EV,8,1,162.85,4,0,1,1
3,Bike,5,0,193.73,12,1,0,38
23,Truck,4,1,98.19,17,2,1,22
18,Car,5,0,146.84,1,3,2,48
38,EV,2,0,77.29,19,6,2,43
99,Van,7,1,40.95,3,4,0,18
15,EV,4,1,91.4,12,5,1,8
64,Van,8,1,37.32,23,3,0,16
89,Car,2,0,196.5,15,3,2,43
28,EV,4,0,23.77,5,4,0,48
74,EV,2,0,119.9,7,1,0,43
39,Car,8,0,127.16,15,6,0,40
57,EV,4,1,109.93,12,0,0,6
17,Van,8,0,134.13,22,3,2,13
86,EV,5,1,27.66,3,0,0,3
90,Truck,8,0,113.23,1,5,0,24
44,Bike,5,0,61.01,8,5,1,32
25,Van,4,0,188.33,17,5,0,18
17,Truck,5,0,153.6,16,2,1,25
13,Car,4,0,194.64,7,3,0,42
84,Van,4,1,12.32,14,5,1,14
25,Bike,7,0,60.6,8,2,0,37
68,Bike,4,1,43.11,16,5,1,37
10,Car,5,0,7.18,22,1,0,45
67,Car,7,1,52.25,1,3,0,44
18,Van,7,0,137.36,5,2,1,14
86,EV,4,1,50.06,4,5,0,1
34,Car,8,0,104.26,16,6,0,41
8,EV,8,1,178.12,1,2,0,4
40,Truck,7,1,140.28,17,5,0,25
83,Bike,4,0,81.95,9,1,2,36
42,EV,8,0,77.63,9,0,0,40
41,Bike,4,0,93.87,5,5,2,37
6,EV,4,1,39.52,11,0,2,1
52,Truck,7,0,128.63,16,3,0,28
26,Car,7,0,76.01,12,1,1,43
64,Truck,2,0,171.21,19,6,1,26
98,Car,8,0,152.53,15,3,0,45
59,Car,8,1,124.05,9,6,2,48
56,Bike,8,0,76.02,20,0,1,31
59,Truck,5,1,45.94,1,1,0,26
70,EV,4,1,156.35,1,4,0,5
33,Truck,7,0,99.85,22,1,2,26
53,Bike,8,1,48.83,6,1,1,30
22,Car,2,0,43.06,5,6,0,49
21,Bike,8,1,37.25,0,4,1,38
70,Van,4,0,156.55,11,2,0,10
70,Van,4,1,49.65,12,2,0,14
4,EV,7,0,107.7,11,2,0,47
94,Bike,5,0,93.05,18,0,2,30
75,EV,7,0,118.02,8,1,2,46
62,EV,8,0,176.05,9,5,2,41
62,Van,2,1,174.21,16,4,1,16
94,EV,7,0,92.96,17,5,2,46
95,Van,5,1,8.0,7,0,2,18
24,Car,7,0,88.16,6,4,1,45
55,Bike,4,1,123.21,8,5,1,33
9,EV,8,0,113.76,9,6,1,46
3,Van,8,0,132.01,11,0,1,16
31,Truck,8,0,35.04,14,0,2,23
40,EV,8,1,131.07,14,0,2,2
36,Car,8,0,40.62,3,4,1,48
24,Car,8,1,151.35,3,5,2,47
95,Truck,2,1,71.12,22,5,0,24
6,Van,5,0,143.43,0,3,2,14
66,EV,8,1,14.33,11,0,0,1
84,Van,5,0,84.53,1,2,1,18
92,Car,8,0,142.48,14,1,1,49
75,Van,7,1,49.24,16,6,2,17
4,Car,8,1,160.08,6,6,1,44
79,Van,4,1,128.0,5,3,2,19
6,Truck,2,0,119.57,11,3,2,25
94,Bike,7,0,73.94,18,4,2,39
51,Truck,7,0,99.08,0,3,2,29
62,Truck,4,1,121.48,20,5,0,27
57,Bike,8,0,97.13,13,4,0,35
66,Bike,2,1,141.17,3,4,1,39
79,EV,7,0,89.57,4,6,0,43
75,EV,2,0,44.44,0,6,1,42
8,Truck,7,0,46.72,0,2,1,26
26,Truck,8,0,6.13,20,0,2,21
51,Car,7,0,63.69,5,3,2,46
45,Car,7,1,151.04,4,0,2,40
44,EV,5,1,159.86,1,0,2,5
5,EV,8,0,44.48,20,0,2,48
70,Car,4,0,192.01,4,4,2,40
26,Car,4,0,102.97,8,0,0,47
68,Van,8,1,183.81,18,3,1,18
19,Van,4,0,142.82,20,4,1,18
84,Car,8,1,145.87,14,3,2,47
97,Van,4,0,21.58,12,4,0,13
20,Bike,5,0,47.9,11,1,2,36
12,EV,4,1,6.72,4,1,0,1
47,EV,7,0,144.64,1,1,0,46
1,Car,8,0,72.17,3,1,1,45
90,Truck,2,0,158.4,17,4,1,24
14,Car,2,0,71.09,20,0,0,40
64,Van,8,0,164.77,9,2,1,17
38,Truck,5,1,30.49,12,6,0,29
37,Van,4,1,38.81,11,5,0,10
11,Bike,5,0,71.47,1,2,0,30
77,Van,2,1,84.66,14,1,1,12
3,Bike,8,0,73.0,13,0,2,37
33,Bike,8,0,153.91,9,3,1,37
6,Van,5,0,23.91,21,0,2,16
50,Van,5,0,73.49,7,3,1,14
10,Bike,4,0,168.26,14,2,1,37
5,Truck,7,1,18.03,12,0,2,21
23,Bike,7,0,188.76,7,0,0,37
10,EV,4,0,197.33,20,5,2,41
44,Bike,7,0,22.27,20,2,0,39
2,Truck,2,1,61.8,21,0,0,24
13,EV,7,1,77.62,13,3,1,4
40,Car,4,0,156.4,0,6,1,40
2,Car,7,0,121.21,12,0,1,44
84,Truck,8,0,130.65,7,3,1,26
65,Bike,5,0,152.71,17,1,1,30
63,Van,2,0,28.01,21,0,2,11
73,Truck,8,0,167.48,8,3,2,28
17,EV,8,0,142.6,12,6,2,44
9,EV,4,0,117.58,2,2,2,46
75,Car,5,0,178.5,17,1,1,41
15,EV,5,1,141.56,9,0,2,7
24,Truck,2,1,44.33,4,5,2,26
38,EV,4,0,88.8,5,3,0,46
35,Truck,2,0,101.34,7,6,1,24
94,Van,7,0,15.77,23,5,2,18
95,Car,8,0,191.15,6,0,2,41
49,EV,2,1,30.07,20,3,2,4
69,Truck,8,0,141.0,17,0,1,21
62,Bike,4,1,103.72,13,1,2,37
60,Car,7,1,10.0,14,6,0,40
50,Van,4,0,185.33,9,6,1,18
78,Truck,7,0,171.11,20,1,0,24
75,Van,7,0,107.23,11,0,1,12
9,Van,8,0,49.64,6,0,2,13
34,EV,4,0,28.72,6,4,1,40
76,EV,4,0,75.86,10,0,1,42
99,Truck,2,1,54.81,12,6,1,27
35,Bike,4,0,103.8,14,0,0,31
1,Truck,2,0,193.45,17,5,1,21
40,Bike,5,1,117.12,6,5,2,38
64,Van,5,1,178.54,5,1,1,14
22,Car,5,0,131.92,22,5,1,44
60,Truck,4,1,97.67,10,0,2,20
64,Truck,4,0,171.65,7,2,2,25
93,Bike,2,0,96.92,19,0,0,37
72,Van,7,0,174.38,0,6,2,15
11,Van,2,0,61.86,7,4,2,16
14,Bike,5,1,30.12,7,3,2,33
60,Van,2,1,171.79,18,6,1,11
30,EV,7,1,119.55,2,1,0,1
35,Car,4,0,178.37,4,5,2,45
85,Truck,2,0,187.88,2,2,2,28
37,Car,5,0,15.46,14,6,2,49
5,Truck,5,0,102.69,13,3,1,24
83,EV,4,1,78.12,20,2,1,2
78,Van,2,1,127.04,14,1,0,10
26,Bike,7,0,159.75,23,5,0,32
62,EV,4,0,59.72,16,4,1,43
4,Car,2,0,113.58,17,6,2,46
89,Bike,8,0,143.2,1,6,2,38
42,Van,5,0,31.21,11,6,0,17
89,EV,7,0,163.74,15,1,2,48
18,Bike,7,0,123.19,3,2,1,36
40,EV,7,0,190.16,1,2,0,49
72,EV,5,0,71.21,13,1,1,47
39,Van,2,0,26.09,10,6,1,17
14,Truck,4,1,103.77,12,0,2,20
32,Bike,2,0,21.73,6,1,1,38
51,Van,4,1,194.06,9,5,1,11
38,EV,7,0,12.54,23,5,2,46
97,Van,2,0,151.93,0,4,1,19
23,Truck,7,0,107.39,20,1,2,29
63,Bike,8,0,76.88,3,3,1,34
15,Truck,7,1,17.84,17,5,2,23
97,Car,7,0,126.32,5,5,2,40
25,Bike,4,1,119.12,1,5,0,30
17,Truck,8,1,59.77,2,0,1,22
97,EV,7,0,182.49,13,3,1,40
66,Bike,7,0,64.3,7,6,0,37
78,Bike,8,1,92.7,15,6,2,32
53,Van,8,0,111.03,18,1,2,19
51,EV,2,1,24.55,17,0,0,2
39,Car,4,0,186.77,5,5,0,45
51,Truck,8,0,78.03,13,6,2,23
70,Van,8,0,20.75,2,3,2,13
6,Truck,5,0,80.52,15,6,0,21
67,Car,8,1,122.04,0,3,1,41
7,Car,4,0,105.16,11,0,2,45
51,Bike,7,1,140.44,13,6,0,34
72,Car,7,0,15.82,18,5,1,48
42,Truck,7,0,60.49,21,0,1,23
64,EV,7,0,164.75,18,2,1,44
15,EV,5,0,20.58,8,5,1,40
29,Bike,8,0,171.82,6,0,0,31
33,Truck,7,0,22.92,13,1,2,22
94,Truck,2,1,167.72,4,6,1,24
27,Car,7,0,75.35,17,5,1,44
36,Truck,8,0,124.38,8,4,0,23
29,Van,7,1,34.81,20,5,1,19
38,Car,5,1,17.9,6,2,0,42
57,Van,4,0,47.11,8,0,0,18
97,Bike,4,0,29.93,3,4,2,30
27,EV,8,1,65.92,16,2,1,6
55,Bike,4,0,105.3,11,1,2,36
33,EV,4,0,119.81,5,5,0,49
68,Bike,2,0,159.02,17,6,1,33
86,Truck,8,1,132.97,7,4,0,29
66,Van,8,0,123.71,20,6,0,12
10,EV,4,1,85.3,14,0,0,8
5,Car,4,0,97.39,2,0,1,48
74,Van,4,1,85.83,1,1,0,10
97,Car,5,0,169.22,23,2,0,49
38,Van,7,0,49.85,22,4,1,18
13,Van,5,1,6.12,8,1,2,16
31,Bike,8,0,132.01,7,2,0,30
47,EV,2,0,44.48,3,3,2,46
88,EV,7,0,178.57,1,3,2,44
52,Van,2,0,172.51,13,2,2,19
56,Truck,8,0,19.96,1,0,2,26
15,Truck,8,1,25.75,1,0,2,28
29,Car,2,0,101.56,21,3,2,47
8,Car,2,0,123.8,6,0,1,45
5,Bike,2,0,58.61,11,6,1,31
29,Van,8,1,144.78,5,0,2,17
47,Car,4,1,121.01,17,2,1,43
68,Car,2,0,68.34,3,5,1,47
76,Van,7,0,9.95,18,2,2,16
45,Bike,8,1,151.28,12,0,2,33
2,Car,5,0,46.88,19,2,0,47
27,Bike,5,1,167.72,20,4,1,31
95,EV,7,1,86.96,22,3,2,9
36,Bike,4,1,117.53,1,5,1,35
36,Truck,2,0,175.23,7,4,1,26
26,Truck,8,1,173.41,18,4,1,29
43,Bike,2,1,77.45,8,0,0,30
27,Truck,8,0,45.73,3,0,2,22
69,EV,5,0,156.15,15,4,1,49
20,Van,2,0,89.45,18,4,2,14
11,Truck,7,0,42.45,9,1,1,26
74,Truck,4,0,181.36,5,1,2,20
38,Bike,7,0,43.63,15,6,2,38
6,EV,4,0,10.03,9,3,2,44
72,Van,2,0,8.95,12,4,1,12
23,Bike,2,0,126.35,8,2,0,36
47,Bike,4,1,134.03,6,5,2,39
90,EV,5,1,65.65,3,1,0,8
46,Van,8,0,67.4,18,0,2,19
12,EV,7,0,71.2,3,4,0,49
90,Van,7,0,137.63,18,2,2,12
13,EV,7,1,16.34,18,5,0,7
62,Bike,2,1,186.18,11,2,2,36
82,Bike,7,1,48.39,12,6,2,33
89,Car,8,0,199.94,3,2,0,49
97,Truck,8,1,38.45,9,0,2,28
60,EV,4,0,155.45,20,1,1,40
43,Car,2,1,48.57,6,2,2,40
76,Truck,8,0,20.77,4,5,2,24
68,EV,5,1,175.61,16,1,1,3
5,Van,2,0,172.46,17,6,1,19
37,Truck,2,1,83.7,10,6,1,28
72,Bike,8,1,141.97,14,3,0,34
92,Car,5,0,113.63,20,0,1,46
31,Truck,4,0,171.33,21,1,0,20
9,Truck,8,1,66.44,6,6,1,21
51,Bike,5,0,107.12,17,6,0,33
29,EV,2,0,99.65,5,1,1,48
78,Van,5,0,74.01,17,2,1,14
40,Bike,2,0,178.83,15,5,2,34
41,Van,8,0,37.35,1,2,1,18
86,EV,8,0,34.15,18,5,2,47
11,Truck,7,0,117.5,0,6,1,21
23,Van,7,0,133.21,10,6,1,16
1,Car,7,1,42.95,19,0,2,40
46,Car,8,1,81.19,4,1,2,49
21,Bike,4,1,189.58,15,4,0,38
90,EV,8,0,53.09,22,6,2,42
36,Bike,5,1,135.33,0,5,0,31
54,Bike,8,0,149.33,18,5,1,33
87,Bike,8,0,92.39,13,2,2,33
57,Car,2,1,187.82,2,2,2,42
1,Car,2,1,148.65,1,6,1,41
63,Bike,2,1,94.3,23,6,1,34
54,Car,8,1,116.02,4,3,1,43
55,EV,4,0,140.06,16,5,1,44
40,Bike,5,0,120.48,17,0,2,37
15,Car,5,1,176.35,0,1,1,41
21,Van,4,0,74.59,14,1,1,18
47,Bike,4,0,63.48,21,1,2,39
73,Bike,5,1,46.7,8,5,0,30
53,EV,7,1,12.37,22,2,2,8
9,Truck,2,0,13.39,4,0,0,24
74,Truck,2,1,174.66,12,1,1,21
52,EV,5,1,137.29,18,5,2,8
57,EV,4,1,133.8,23,4,1,5
26,EV,7,0,124.86,9,6,2,49
41,Truck,5,0,170.6,19,3,0,29
35,EV,2,0,98.65,20,3,2,42
63,Car,8,0,174.73,13,1,1,46
25,Bike,4,0,75.09,21,2,2,33
90,Bike,8,0,185.71,20,3,1,39
75,Van,5,0,141.24,11,3,2,15
38,Van,2,1,55.15,10,3,0,19
2,Bike,7,0,115.0,22,3,2,37
7,Car,8,1,108.94,6,1,2,40
82,Truck,7,1,31.89,16,5,2,21
91,Truck,2,0,120.29,17,0,2,27
34,Car,8,1,66.38,6,0,0,46
91,Truck,7,0,15.21,23,2,1,29
17,EV,7,0,189.99,19,5,2,48
43,Bike,8,1,130.09,5,6,2,31
59,Bike,2,0,176.0,10,4,2,37
51,Car,7,1,136.83,11,0,0,45
54,Truck,5,0,74.61,15,4,1,20
24,Van,8,1,104.97,18,0,1,13
25,Van,4,0,136.77,22,0,2,11
71,Truck,4,1,192.25,18,2,2,26
52,Van,2,0,54.47,10,3,1,18
70,Car,5,1,175.62,15,2,2,45
88,Car,7,1,185.2,22,0,2,43
33,Truck,4,0,135.73,11,5,2,24
49,Van,2,1,186.6,7,3,0,10
29,Car,5,0,82.59,2,5,0,43
63,Car,5,1,190.84,1,5,1,49
22,EV,2,0,142.04,5,5,0,42
26,EV,2,1,13.19,15,3,0,9
28,Car,7,1,181.84,19,5,1,45
85,Truck,2,0,99.47,23,3,0,23
49,Bike,7,0,94.76,14,4,1,32
71,Bike,7,0,115.46,13,6,2,33
81,Car,8,1,34.13,1,0,1,47
84,Car,5,0,96.49,19,1,1,44
49,Car,5,0,167.07,17,5,1,40
20,Truck,5,1,8.02,13,2,2,24
86,EV,8,0,58.22,17,4,2,47
